seq_len,iso_count,n_dons,n_accs,time
650,48075,29,23,0.06477952003479004
650,6705,22,20,0.010206460952758789
650,8657,21,21,0.014765262603759766
650,4962,21,15,0.007475376129150391
650,1295,18,15,0.002245664596557617
650,8586,15,33,0.012369155883789062
650,8047,25,19,0.010134696960449219
650,14429,32,18,0.028308629989624023
650,8441,15,25,0.009320974349975586
650,13817,29,24,0.02568507194519043
650,4499,19,17,0.007877349853515625
650,950,13,19,0.001253366470336914
650,1451,17,17,0.0016651153564453125
650,19043,26,27,0.027799606323242188
650,22615,21,27,0.031078815460205078
650,1821,16,19,0.0017440319061279297
650,30325,26,22,0.036717891693115234
650,10984,18,23,0.011110305786132812
650,34618,27,26,0.045458316802978516
650,13669,19,25,0.021888256072998047
650,4048,22,19,0.0066623687744140625
650,6647,22,18,0.008110284805297852
650,5365,21,21,0.0108795166015625
650,26479,22,31,0.037108659744262695
650,18584,21,23,0.028655290603637695
650,31461,26,24,0.04317831993103027
650,16347,27,26,0.03748011589050293
650,523,8,24,0.001224517822265625
650,14885,20,26,0.013977527618408203
650,16114,19,24,0.01979970932006836
650,10169,18,20,0.01478719711303711
650,13931,22,25,0.0163881778717041
650,3647,18,22,0.0051326751708984375
650,4683,18,22,0.008725404739379883
650,2417,20,23,0.0047702789306640625
650,6917,19,20,0.010249614715576172
650,7877,17,27,0.013890266418457031
650,5111,19,29,0.015340328216552734
650,3833,23,16,0.006164073944091797
650,7397,22,26,0.014266729354858398
650,5922,28,15,0.007218599319458008
650,18727,25,28,0.0371098518371582
650,4838,18,23,0.005562543869018555
650,1299,18,17,0.0023992061614990234
650,4229,23,19,0.0062024593353271484
650,3653,18,29,0.007871866226196289
650,13949,26,21,0.020728111267089844
650,59484,25,26,0.06025576591491699
650,7025,19,22,0.008041620254516602
650,10235,20,23,0.019270658493041992
650,40769,23,27,0.052056074142456055
650,3996,25,23,0.007893800735473633
650,20347,27,20,0.023417949676513672
650,48059,24,32,0.057912349700927734
650,18659,27,20,0.023519277572631836
700,83944,27,30,0.09553837776184082
700,223239,27,31,0.29111814498901367
700,35239,25,26,0.07802391052246094
700,13328,19,28,0.019860506057739258
700,72250,30,29,0.1291370391845703
700,4730,22,14,0.008038520812988281
700,3798,19,23,0.005527496337890625
700,11199,23,15,0.01592421531677246
700,11096,18,24,0.008811235427856445
700,54045,24,22,0.07561779022216797
700,11367,25,28,0.04528951644897461
700,35135,30,26,0.031731367111206055
700,8453,18,27,0.01479339599609375
700,17699,24,26,0.0579681396484375
700,96011,24,29,0.1398482322692871
700,39545,28,21,0.06981849670410156
700,52874,22,31,0.07424807548522949
700,10811,21,20,0.014626741409301758
700,129315,32,24,0.2078723907470703
700,26907,28,29,0.054790496826171875
700,4780,16,25,0.005215883255004883
700,47489,25,25,0.08681821823120117
700,15939,22,27,0.019345521926879883
700,188855,30,27,0.2011432647705078
700,43007,29,24,0.06474709510803223
700,78898,23,28,0.10434198379516602
700,81234,27,28,0.12230062484741211
700,89553,24,26,0.09665799140930176
700,12514,16,28,0.014824390411376953
700,68713,24,31,0.08358407020568848
700,29389,22,29,0.0440676212310791
700,108270,32,23,0.1206810474395752
700,100943,28,27,0.1227116584777832
700,41674,21,22,0.03292489051818848
700,30077,26,22,0.05549430847167969
700,16737,23,19,0.018553733825683594
700,19619,22,25,0.024415969848632812
700,20788,29,26,0.042029380798339844
700,91008,31,19,0.12454056739807129
700,83632,21,33,0.111846923828125
700,68449,29,32,0.13344955444335938
700,45787,22,26,0.06232309341430664
700,32627,25,25,0.057408809661865234
700,7640,16,20,0.006603717803955078
700,27001,18,32,0.01917409896850586
700,138357,27,31,0.1337568759918213
700,6797,15,23,0.00556182861328125
700,35771,24,24,0.046085357666015625
700,4963,23,15,0.005252361297607422
700,79091,23,25,0.08144783973693848
700,15781,27,20,0.03494882583618164
700,77319,21,28,0.08066701889038086
700,45147,20,30,0.05281972885131836
700,173140,33,29,0.3414449691772461
700,211925,27,32,0.1895899772644043
700,12305,20,26,0.01600027084350586
700,13247,19,26,0.02014756202697754
700,11360,28,23,0.024646282196044922
700,103913,33,25,0.2075793743133545
700,24173,24,22,0.03940987586975098
700,110811,24,35,0.17857146263122559
700,5158,18,22,0.012748956680297852
700,16319,19,25,0.023435354232788086
700,3769,16,22,0.005489349365234375
700,24241,27,23,0.04212474822998047
700,67131,25,33,0.07268142700195312
700,146791,25,31,0.13675260543823242
700,130095,31,26,0.19327569007873535
700,12791,27,22,0.03959798812866211
700,42133,22,28,0.046309471130371094
700,13923,23,25,0.028005123138427734
700,104699,33,26,0.19135165214538574
700,65971,23,24,0.07304024696350098
700,14191,20,18,0.015960693359375
700,7685,27,16,0.014592170715332031
700,408071,34,33,0.7394084930419922
700,42694,21,36,0.06545066833496094
700,286684,30,31,0.46375465393066406
700,25019,23,21,0.04052448272705078
700,10499,19,28,0.023630142211914062
700,49132,27,25,0.06910490989685059
700,12319,24,24,0.03648781776428223
700,134759,20,32,0.15192389488220215
700,37343,18,30,0.044313907623291016
700,11360,22,22,0.015400409698486328
700,101503,28,30,0.13119983673095703
700,5087,25,21,0.01197957992553711
700,8041,19,23,0.011836051940917969
700,163911,30,31,0.38533949851989746
700,10061,18,26,0.015692472457885742
700,43014,27,27,0.07052969932556152
700,30977,25,26,0.048227548599243164
700,54806,25,31,0.061858415603637695
700,58690,26,21,0.06176590919494629
700,28337,23,25,0.041486263275146484
700,25759,20,23,0.03025650978088379
700,15339,17,38,0.031966447830200195
700,38152,27,31,0.12044787406921387
700,29969,28,18,0.03992724418640137
700,23747,25,17,0.03484225273132324
750,20783,20,34,0.03397512435913086
750,247309,32,30,0.4962599277496338
750,55592,23,26,0.06415295600891113
750,198895,35,20,0.27519869804382324
750,69407,22,22,0.06409668922424316
750,300889,31,30,0.3177013397216797
750,132488,23,34,0.17875432968139648
750,335525,28,34,0.4844522476196289
750,157787,32,30,0.19614291191101074
750,152501,29,30,0.20891237258911133
750,164307,24,38,0.33309483528137207
750,223295,42,27,0.6515743732452393
750,106891,29,26,0.16686439514160156
750,426039,25,39,0.563474178314209
750,71604,22,30,0.08610415458679199
750,680861,29,35,0.8190412521362305
750,13729,26,18,0.021150588989257812
750,63799,26,20,0.09961557388305664
750,128534,24,29,0.1413266658782959
750,48744,26,27,0.07918143272399902
750,146559,28,31,0.25881123542785645
750,920039,35,28,1.8267195224761963
750,363329,31,33,0.6366024017333984
750,66089,22,32,0.08653950691223145
750,7163,21,17,0.01806044578552246
750,205677,31,30,0.2976412773132324
750,1284924,34,36,1.139793872833252
750,128903,32,26,0.1763458251953125
750,183985,28,31,0.3957486152648926
750,273347,29,35,0.265960693359375
750,313530,24,32,0.31653904914855957
750,68985,23,25,0.07011198997497559
750,29507,20,29,0.030380964279174805
750,123691,24,31,0.17580938339233398
750,89402,33,26,0.2311396598815918
750,154316,28,30,0.25121641159057617
750,22322,28,18,0.06015658378601074
750,640054,31,39,0.7802169322967529
750,74463,26,30,0.10839033126831055
750,39608,29,23,0.07282066345214844
750,152139,26,26,0.18088197708129883
750,17507,25,22,0.03708791732788086
750,78479,23,28,0.11340165138244629
750,97439,29,25,0.18933534622192383
750,769187,39,31,1.1262743473052979
750,73552,24,31,0.07659316062927246
750,5197,19,23,0.009598493576049805
750,42636,24,29,0.08111929893493652
750,179111,32,32,0.5479214191436768
750,293995,30,30,0.47946619987487793
750,111811,35,23,0.17203354835510254
750,805535,30,36,1.6062464714050293
750,353663,31,28,0.4950296878814697
750,105335,27,25,0.16093850135803223
750,385577,27,36,0.5357627868652344
750,86057,21,27,0.11185097694396973
750,80075,27,31,0.09230780601501465
750,15554,22,27,0.04338979721069336
750,142063,26,27,0.1661853790283203
750,566253,31,28,0.7678141593933105
750,303185,34,25,0.37993311882019043
750,60551,22,27,0.05487346649169922
750,717941,27,37,0.7012279033660889
750,175899,22,34,0.16565203666687012
750,71657,20,31,0.048989295959472656
750,242415,22,39,0.25948500633239746
750,519209,27,35,0.5678143501281738
750,360909,30,27,0.5116448402404785
750,655391,32,34,0.7877781391143799
750,113107,24,20,0.09980463981628418
750,42021,27,20,0.050049781799316406
750,209553,29,24,0.22799038887023926
750,173826,32,25,0.24703669548034668
750,77743,27,27,0.15133929252624512
750,47963,25,26,0.07145524024963379
750,281795,32,29,0.3123033046722412
750,190849,31,22,0.1627514362335205
750,356626,32,33,0.7386889457702637
750,265159,32,25,0.3158745765686035
750,118705,23,35,0.16096758842468262
750,546519,35,27,0.9061141014099121
750,49374,31,29,0.10845494270324707
750,177601,26,26,0.176605224609375
750,198407,22,29,0.1908094882965088
750,47142,23,20,0.04275941848754883
750,58627,24,24,0.08238530158996582
750,30059,25,26,0.056201934814453125
750,150821,33,21,0.2221848964691162
750,89441,21,30,0.08547568321228027
750,86695,23,26,0.14939212799072266
750,104615,20,32,0.10328817367553711
750,126907,25,27,0.18947386741638184
750,104158,26,26,0.11280226707458496
750,139655,20,38,0.15389633178710938
750,60119,26,31,0.1536579132080078
750,148933,25,27,0.1556386947631836
750,176094,28,27,0.14380884170532227
750,1019,21,16,0.003644227981567383
750,275078,36,29,0.37804269790649414
750,49335,25,21,0.06245136260986328
800,145287,30,31,0.22880291938781738
800,207968,24,33,0.19805026054382324
800,125515,23,33,0.16520190238952637
800,10881589,40,40,17.653930187225342
800,39619,21,28,0.05415773391723633
800,725728,31,36,0.789268970489502
800,2202615,31,38,2.811957836151123
800,176951,31,28,0.297482967376709
800,410199,25,30,0.4741854667663574
800,828769,30,33,1.0271148681640625
800,791951,26,34,0.9470510482788086
800,197581,27,34,0.3180704116821289
800,58739,25,31,0.09575295448303223
800,238411,26,26,0.2526092529296875
800,1105403,31,36,1.8486614227294922
800,1532450,31,38,2.0163748264312744
800,1057745,30,33,0.7386019229888916
800,586119,30,31,0.8888375759124756
800,229065,21,28,0.29326653480529785
800,996197,34,43,2.7035984992980957
800,163322,40,22,0.2857203483581543
800,134837,25,30,0.18453121185302734
800,735607,28,31,0.6177887916564941
800,493524,27,31,0.6235244274139404
800,313879,33,25,0.4913959503173828
800,388907,34,31,0.6362650394439697
800,1034195,34,36,1.212212324142456
800,483426,31,24,0.4685351848602295
800,379275,26,35,0.6689333915710449
800,375857,27,37,0.827085018157959
800,142595,34,19,0.22600936889648438
800,294599,31,22,0.316178560256958
800,630569,28,42,0.6872668266296387
800,175918,21,35,0.17113780975341797
800,131055,22,27,0.08738994598388672
800,1069991,31,37,1.4724829196929932
800,109710,23,29,0.19184255599975586
800,271325,29,30,0.26857924461364746
800,94159,32,28,0.3606855869293213
800,3851533,39,36,5.142241716384888
800,289751,29,33,0.46530818939208984
800,53007,30,26,0.10504651069641113
800,4932473,36,39,6.923323154449463
800,1930255,34,31,2.1424591541290283
800,397185,31,30,0.5995471477508545
800,746833,34,30,0.9259004592895508
800,320551,27,32,0.4409153461456299
800,154423,25,29,0.16692566871643066
800,2553947,38,35,2.0644636154174805
800,259935,24,34,0.3668029308319092
800,269573,24,36,0.4828829765319824
800,178079,30,33,0.3580496311187744
800,168287,36,26,0.2705395221710205
800,762478,28,32,0.5946438312530518
800,345135,28,40,0.7287604808807373
800,1233959,32,39,1.9472355842590332
800,398109,29,31,0.4853649139404297
800,53791,24,23,0.0992741584777832
800,329750,25,36,0.7002987861633301
800,318383,29,33,0.6082110404968262
800,2161348,28,44,2.9935526847839355
800,1246815,29,36,2.175604820251465
800,1675759,35,34,2.459141492843628
800,1350117,35,32,2.3273303508758545
800,97745,31,38,0.35604071617126465
800,1469489,29,38,2.1671736240386963
800,46187,19,27,0.07397890090942383
800,664497,32,38,1.5507910251617432
800,463611,28,30,0.8613817691802979
800,959029,32,37,1.380615472793579
800,499817,32,31,0.8666954040527344
800,437019,32,29,0.4112277030944824
800,522299,29,26,0.32479071617126465
800,106259,29,21,0.1807539463043213
800,163169,21,31,0.17728614807128906
800,939517,29,35,1.5991449356079102
800,42901,24,23,0.06899237632751465
800,62723,28,24,0.09757304191589355
800,2238422,45,30,3.362001657485962
800,43577,21,25,0.066009521484375
800,174215,36,22,0.41713476181030273
800,88671,23,24,0.07147908210754395
800,117615,25,24,0.12723350524902344
800,442043,32,31,0.6740748882293701
800,103271,24,25,0.11101031303405762
800,971315,38,29,2.2095096111297607
800,780623,30,34,1.3293113708496094
800,147251,25,29,0.14780974388122559
800,257518,22,33,0.25545787811279297
800,402755,33,30,0.6640253067016602
800,79756,23,27,0.10319781303405762
800,69781,23,29,0.10168099403381348
800,533020,25,38,0.8093588352203369
800,1497609,30,38,1.308143138885498
800,434755,30,32,0.5403945446014404
800,329423,32,31,0.5829734802246094
800,208697,28,28,0.2909667491912842
800,38345,28,28,0.10723662376403809
800,3749283,35,34,4.564100980758667
800,1566987,35,34,2.1125571727752686
850,116072,27,21,0.20350003242492676
850,241691,31,27,0.32862067222595215
850,2594939,32,38,4.874321937561035
850,6120551,45,32,10.746322631835938
850,415061,35,27,0.8603630065917969
850,1989819,37,36,7.45177435874939
850,185929,26,25,0.2721080780029297
850,2950849,38,41,7.039689779281616
850,745301,28,33,1.0893242359161377
850,544999,24,41,0.448347806930542
850,2711567,29,42,4.789207935333252
850,1204415,29,38,2.40270733833313
850,7911981,36,42,8.640812873840332
850,878759,32,30,1.233229398727417
850,563963,34,29,1.6219556331634521
850,752696,28,28,0.8259234428405762
850,2367697,32,33,4.144723892211914
850,721772,22,32,0.5458738803863525
850,10028125,39,37,13.446578979492188
850,576537,29,25,0.8451025485992432
850,2727349,38,34,5.2245049476623535
850,434255,35,29,1.2362418174743652
850,3538343,38,37,6.30298638343811
850,129860,24,24,0.16395998001098633
850,745664,27,31,1.1024155616760254
850,348863,32,26,0.5783627033233643
850,1544603,33,41,2.0653188228607178
850,169395,25,28,0.32598447799682617
850,2447438,32,32,2.405614137649536
850,3352,18,24,0.006941318511962891
850,6832385,29,46,8.429796934127808
850,1514309,28,41,2.0293753147125244
850,705479,32,27,0.8426501750946045
850,2973439,39,32,3.8857421875
850,1034671,28,37,1.8784871101379395
850,10326119,38,36,11.837664365768433
850,4240585,41,35,8.93527603149414
850,1563269,31,30,2.510085105895996
850,4660258,40,30,5.18852972984314
850,1562945,36,36,4.353676795959473
850,741501,31,35,1.031099557876587
850,295487,26,29,0.38610076904296875
850,465313,22,31,0.3393735885620117
850,5738951,35,36,7.821945905685425
850,4971455,34,35,6.052710294723511
850,501643,30,30,0.6973531246185303
850,884460,33,33,1.7913079261779785
850,4057319,41,29,5.435589075088501
850,677348,32,29,0.6486008167266846
850,6282479,30,41,6.026289224624634
850,1704365,31,31,2.4138543605804443
850,287241,23,41,0.6642196178436279
850,5122535,39,37,7.363454103469849
850,562859,36,31,0.6898884773254395
850,1792304,28,36,1.7135322093963623
850,661157,31,29,0.6433935165405273
850,654911,20,33,0.566683292388916
850,1830443,30,38,2.048002004623413
850,1922672,38,35,3.937544584274292
850,1699550,27,35,2.291425943374634
850,2679428,37,39,4.420586109161377
850,273671,25,29,0.6226835250854492
850,76439,20,28,0.07428574562072754
850,854429,38,27,1.889639139175415
850,353132,23,33,0.2357633113861084
850,7455972,36,45,13.92216968536377
850,6083279,35,30,4.390312910079956
850,465161,32,25,0.6979062557220459
850,785055,32,32,0.8157169818878174
850,12843863,31,45,11.48852825164795
850,271359,33,30,0.5349493026733398
850,1372623,36,27,1.6860606670379639
850,265907,31,25,0.46889209747314453
850,1963809,36,34,3.480336904525757
850,1177263,28,40,2.7621941566467285
850,24557902,40,45,29.7075252532959
850,18770519,41,45,31.156641006469727
850,6697787,33,40,8.391038179397583
850,306131,25,32,0.3177950382232666
850,2761275,40,33,4.602078199386597
850,4001675,34,43,4.471704006195068
850,94809,24,26,0.13982796669006348
850,31019,25,24,0.04848074913024902
850,2703833,32,40,6.058740854263306
850,161303,28,23,0.3306422233581543
850,928549,30,32,0.8633835315704346
850,242632,29,25,0.310455322265625
850,733559,29,33,1.0968537330627441
850,724575,30,37,1.3539667129516602
850,1003475,31,37,1.3471424579620361
850,1109289,32,28,0.9897162914276123
850,4832423,35,39,5.0036585330963135
850,2845791,43,30,7.616525173187256
850,1249124,30,34,1.378631353378296
850,5851408,35,39,10.041072607040405
850,1504655,34,30,1.9813828468322754
850,1061117,35,32,1.7739896774291992
850,80394,20,31,0.0717153549194336
850,1784927,30,33,1.6864423751831055
850,2206709,30,41,4.465393543243408
900,14035055,37,36,19.752701997756958
900,432149,28,37,0.4325580596923828
900,1266567,27,39,2.6596012115478516
900,15114231,41,36,13.146423578262329
900,309871,22,31,0.3052074909210205
900,1136521,31,34,3.1472506523132324
900,1940363,31,31,3.74245548248291
900,29492580,39,43,42.78022861480713
900,18253751,37,49,19.75279140472412
900,21433831,32,47,28.89359402656555
900,21681815,41,38,22.134884119033813
900,23599377,36,40,29.108120679855347
900,681185,26,36,1.2104074954986572
900,8709749,38,34,12.377718687057495
900,13660019,40,34,16.57156777381897
900,7696071,29,40,7.310500383377075
900,50259456,48,41,57.19888186454773
900,4421377,32,37,8.76278829574585
900,1503928,25,40,2.196013927459717
900,6609487,35,39,8.596007585525513
900,6554434,33,42,7.525963068008423
900,1519081,30,32,1.462214469909668
900,5281463,42,39,11.021571159362793
900,2287749,35,39,3.7692339420318604
900,2367451,32,38,3.8815035820007324
900,568203,28,32,0.5849087238311768
900,2778613,36,37,4.110506057739258
900,7569029,29,39,7.765893220901489
900,6170678,41,35,8.085847616195679
900,3167369,31,32,2.8404617309570312
900,1926673,31,30,2.117135524749756
900,4284095,30,38,4.019775390625
900,33359339,37,46,31.938764333724976
900,3292199,32,37,5.479383230209351
900,1572163,32,32,4.019028186798096
900,3132099,35,39,5.7662270069122314
900,2270227,36,30,3.7874207496643066
900,1968659,35,31,2.439723014831543
900,4560170,32,39,5.741399765014648
900,3067049,35,33,4.210646629333496
900,9486475,32,42,9.047029495239258
900,4754159,34,37,10.41688060760498
900,14837104,34,45,16.999274015426636
900,3444179,42,28,4.208424091339111
900,2404355,29,36,3.6370153427124023
900,2098463,31,35,2.6511223316192627
900,6564799,33,35,7.469545602798462
900,3289535,38,33,5.39528489112854
900,6488111,35,41,17.387355089187622
900,1806343,27,34,2.2164201736450195
900,2564261,28,37,2.7499566078186035
900,1717959,28,36,1.4896070957183838
900,9410715,38,41,27.538105010986328
900,5061239,34,40,6.6208109855651855
900,1175421,31,33,1.5139870643615723
900,6952511,30,46,8.882649421691895
900,3155851,37,32,3.5458922386169434
900,2870195,36,40,5.84386944770813
900,1239441,34,31,2.20627760887146
900,1646423,29,38,4.219111680984497
900,2885147,29,35,4.284613847732544
900,1963050,29,43,1.721156120300293
900,10759823,40,35,22.083346843719482
900,7889751,38,32,8.968978643417358
900,36310259,47,38,49.1748321056366
900,2625831,39,30,3.2697858810424805
900,3759673,32,39,6.094019174575806
900,1424771,35,32,2.5836832523345947
900,5615699,38,35,18.173378229141235
900,3852391,37,40,4.96050763130188
900,908786,35,36,1.762986421585083
900,22152731,38,39,21.03051471710205
900,4610279,29,40,3.2554283142089844
900,30746894,42,39,39.67658257484436
900,801619,30,31,1.3869848251342773
900,24831439,43,37,26.94385528564453
900,1016369,30,37,2.384937047958374
900,2180279,39,32,5.1373677253723145
900,55161539,42,42,120.50397634506226
900,13816295,39,43,17.784658193588257
900,9533543,34,39,11.126502513885498
900,26602784,43,37,56.807480812072754
900,1362303,29,38,2.183319568634033
900,939119,30,33,1.5629997253417969
900,105803,23,25,0.18604326248168945
900,3054571,29,29,3.419110059738159
900,409670,28,24,0.3957853317260742
900,1292339,32,35,2.939359188079834
900,2171279,34,38,3.3740367889404297
900,11617805,39,46,19.771252632141113
900,38282365,39,43,61.29889941215515
900,1379231,33,31,1.6462934017181396
900,237464,24,34,0.34133005142211914
900,505669,37,27,1.2152400016784668
900,38484069,42,49,67.81222677230835
900,345703,29,29,0.4132273197174072
900,6872315,32,42,4.979125261306763
900,3710927,26,50,3.662842273712158
900,3075719,27,38,2.915973424911499
900,99969,27,29,0.33256077766418457
950,12091070,40,31,16.01715064048767
950,2742615,26,43,5.385636329650879
950,32557319,37,41,39.51850414276123
950,41751359,41,36,75.63097262382507
950,8505433,34,42,12.87562084197998
950,5609699,37,32,8.199073553085327
950,2637152,35,40,3.545238494873047
950,42909263,40,46,73.15446472167969
950,74151509,37,46,108.38345742225647
950,320247,28,28,0.8340244293212891
950,4018815,28,46,5.400019407272339
950,64625519,37,40,78.2122368812561
950,37585097,38,47,114.80054664611816
950,4576669,37,32,5.786481618881226
950,12286583,35,38,24.833625078201294
950,8451809,34,41,19.36852717399597
950,69019241,50,40,151.4106261730194
950,8318683,31,40,9.405428409576416
950,4284245,34,37,5.98292875289917
950,11933876,39,39,15.576192140579224
950,100580759,47,38,139.84952211380005
950,41093793,36,53,46.166707038879395
